0,0,0,0.005000904754700401
0,0,2,-0.001905645208699545
0,0,3,-0.0017766716524266043
0,0,4,-0.000763834880752428
0,0,9,0.0006747659812698236
0,2,0,-0.001905645208699545
0,2,2,0.0007261653319884296
0,2,3,0.0006770186572133378
0,2,4,0.00029106698730371164
0,2,9,-0.00025712638457904823
0,3,0,-0.0017766716524266043
0,3,2,0.0006770186572133378
0,3,3,0.0006311982161966586
0,3,4,0.00027136765172181254
0,3,9,-0.00023972413988031208
0,4,0,-0.000763834880752428
0,4,2,0.00029106698730371164
0,4,3,0.00027136765172181254
0,4,4,0.00011666763389278535
0,4,9,-0.00010306330916512495
0,9,0,0.0006747659812698236
0,9,2,-0.00025712638457904823
0,9,3,-0.00023972413988031208
0,9,4,-0.00010306330916512495
0,9,9,9.104535115392435e-05
1,1,1,0.0050009047547004085
1,1,2,7.681176985062182e-06
1,1,3,-0.0009731964222646711
1,1,4,-3.147712196822269e-05
1,1,8,-0.004288024431043072
1,2,1,7.681176985062182e-06
1,2,2,1.1797961123013531e-08
1,2,3,-1.4947883087791526e-06
1,2,4,-4.834752043438824e-08
1,2,8,-6.586223130955348e-06
1,3,1,-0.0009731964222646711
1,3,2,-1.4947883087791526e-06
1,3,3,0.00018938798532776595
1,3,4,6.125576067784593e-06
1,3,8,0.0008344670093851087
1,4,1,-3.147712196822269e-05
1,4,2,-4.834752043438824e-08
1,4,3,6.125576067784593e-06
1,4,4,1.9812599039625668e-07
1,4,8,2.6990049728861014e-05
1,8,1,-0.004288024431043072
1,8,2,-6.586223130955348e-06
1,8,3,0.0008344670093851087
1,8,4,2.6990049728861014e-05
1,8,8,0.003676765390090657
2,0,0,0.0007261653319884291
2,0,1,-2.9269899821625126e-06
2,0,2,-0.0019056452086995458
2,0,3,-0.0007957565369291014
2,0,4,-0.0004558024712327522
2,0,8,3.194790239386723e-06
2,0,9,-0.00030578178046668665
2,1,0,-2.9269899821625126e-06
2,1,1,1.1797961123013536e-08
2,1,2,7.681176985062182e-06
2,1,3,3.207494642375638e-06
2,1,4,1.8372252273321698e-06
2,1,8,-1.2877396666940464e-08
2,1,9,1.2325295201066827e-06
2,2,0,-0.0019056452086995458
2,2,1,7.681176985062182e-06
2,2,2,0.005000904754700407
2,2,3,0.002088270487573274
2,2,4,0.0011961432984409495
2,2,8,-8.383953962407548e-06
2,2,9,0.0008024502949739314
2,3,0,-0.0007957565369291014
2,3,1,3.207494642375638e-06
2,3,2,0.002088270487573274
2,3,3,0.0008720169335700076
2,3,4,0.0004994837677512272
2,3,8,-3.5009592239109852e-06
2,3,9,0.00033508601961744787
2,4,0,-0.0004558024712327522
2,4,1,1.8372252273321698e-06
2,4,2,0.0011961432984409495
2,4,3,0.0004994837677512272
2,4,4,0.0002860999880192495
