symbol,expiry,strike,right,days_to_expiry,price,bid,ask,volume,open_interest,implied_volatility,delta,gamma,theta,vega,underlying_price,timestamp
SPY,2025-04-17,260.0,C,29,304.84,303.83,305.56,10.0,15.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.636949
SPY,2025-04-17,270.0,C,29,324.21,294.07,295.95,2.0,2.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637010
SPY,2025-04-17,275.0,C,29,316.0,333.81,337.34,1.0,1.0,3.279176606750488,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637053
SPY,2025-04-17,280.0,C,29,293.02,308.53,311.42,3.0,0.0,2.500614100036621,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637093
SPY,2025-04-17,285.0,C,29,321.51,290.58,291.79,1.0,1.0,1.8627326199340821,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637131
SPY,2025-04-17,290.0,C,29,298.06,299.38,302.43,,1.0,2.435428716125488,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637167
SPY,2025-04-17,295.0,C,29,297.27,306.95,310.51,2.0,13.0,2.818667504119873,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637203
SPY,2025-04-17,300.0,C,29,252.13,263.99,265.62,5.0,18.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637238
SPY,2025-04-17,305.0,C,29,292.05,287.79,290.45,12.0,32.0,2.401004974060058,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637272
SPY,2025-04-17,320.0,C,29,279.73,290.03,293.65,5.0,3.0,2.791445892486572,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637307
SPY,2025-04-17,325.0,C,29,252.24,239.23,240.87,1.0,17.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637342
SPY,2025-04-17,330.0,C,29,256.93,234.38,236.06,16.0,16.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637376
SPY,2025-04-17,335.0,C,29,228.42,229.1,230.68,1.0,2.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637411
SPY,2025-04-17,340.0,C,29,267.0,242.27,245.68,8.0,3.0,1.7572033624267578,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637448
SPY,2025-04-17,345.0,C,29,216.97,218.92,220.53,13.0,8.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637488
SPY,2025-04-17,350.0,C,29,211.25,214.04,215.66,7.0,10.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637522
SPY,2025-04-17,355.0,C,29,195.59,209.01,210.66,21.0,23.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637556
SPY,2025-04-17,360.0,C,29,210.53,204.33,205.89,2.0,31.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637591
SPY,2025-04-17,365.0,C,29,247.07,199.41,201.06,4.0,4.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637625
SPY,2025-04-17,370.0,C,29,189.2,194.45,195.53,2.0,7.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637659
SPY,2025-04-17,375.0,C,29,184.53,189.39,190.97,1.0,88.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637693
SPY,2025-04-17,380.0,C,29,179.56,184.05,185.6,1.0,37.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637727
SPY,2025-04-17,385.0,C,29,174.23,179.86,180.81,80.0,46.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637761
SPY,2025-04-17,390.0,C,29,169.57,174.07,175.67,100.0,51.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637795
SPY,2025-04-17,395.0,C,29,164.65,169.32,170.98,11.0,61.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637829
SPY,2025-04-17,400.0,C,29,161.21,164.46,166.01,94.0,198.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637864
SPY,2025-04-17,405.0,C,29,155.41,159.09,161.16,50.0,190.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637898
SPY,2025-04-17,410.0,C,29,154.49,154.47,156.06,23.0,244.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637932
SPY,2025-04-17,415.0,C,29,144.24,149.47,151.04,103.0,132.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.637966
SPY,2025-04-17,420.0,C,29,141.5,144.65,146.24,2.0,683.0,1.0000000000000003e-05,0.7,0.0,0.0,0.0,566.3637,2025-03-19T11:43:43.638000
